入网时间,套餐价格,每月流量,每月话费,每月通话时长,欠费金额,欠费月份数
48.0,159.0,239.244791667,90.1133333333,94.6666666667,0.0,0.0
15.0,129.0,0.0,0.0,0.0,0.0,0.0
27.0,389.0,0.0,0.0,0.0,0.0,0.0
14.0,19.0,145.00406901,41.6666666667,48.6527777778,0.0,0.0
43.0,159.0,0.0,58.1033333333,0.0,0.0,0.0
22.0,159.0,0.0,0.0,21.4166666667,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
46.0,159.0,0.0,15.0,0.0,0.0,0.0
63.0,89.0,44.6635742188,101.458333333,705.597222222,0.0,0.0
12.0,389.0,0.0,0.0,0.0,0.0,0.0
13.0,289.0,0.0,0.0,0.0,0.0,0.0
13.0,89.0,0.0,0.0,0.0,0.0,0.0
23.0,389.0,0.0,0.75,373.152777778,0.0,0.0
62.0,159.0,0.0,8.66666666667,0.0,0.0,0.0
148.0,159.0,0.0,3.75,0.0,0.0,0.0
28.0,389.0,692.132324219,171.575,2292.52777778,0.0,0.0
39.0,89.0,38.4487304688,91.35,124.291666667,0.0,0.0
41.0,159.0,0.0,86.8333333333,200.508333333,0.0,0.0
12.0,39.0,0.00830078125,40.0,5.29722222222,34.95,2.0
25.0,389.0,1435.93538411,400.55,1571.92222222,0.0,0.0
32.0,159.0,121.930664062,36.43,206.052777778,0.0,0.0
41.0,129.0,61.9884440104,83.365,516.511111111,0.0,0.0
70.0,79.0,0.0,2.34166666667,0.0,0.0,0.0
23.0,159.0,0.0,12.0816666667,0.0,0.0,0.0
14.0,159.0,68.80078125,3.28333333333,165.322222222,0.0,0.0
27.0,159.0,0.0,0.0,0.0,0.0,0.0
14.0,129.0,0.0,0.0,0.0,0.0,0.0
58.0,159.0,29.8037109375,49.2,204.922222222,54.2,2.0
23.0,389.0,366.481119792,390.0,537.902777778,0.0,0.0
18.0,129.0,167.448404948,182.483333333,747.625,0.0,0.0
12.0,159.0,2.59033203125,44.0,12.8888888889,0.0,0.0
21.0,389.0,1150.15690104,421.433333333,872.377777778,0.0,0.0
45.0,159.0,0.0,57.0,0.0,0.0,0.0
27.0,389.0,1171.72135417,392.333333333,66.1777777778,0.0,0.0
53.0,159.0,0.0,0.0166666666667,0.0,0.0,0.0
56.0,159.0,26.0904947917,6.58333333333,289.047222222,0.0,0.0
27.0,389.0,0.0143229166667,1.67333333333,255.155555556,0.0,0.0
28.0,389.0,74.2778320312,1.0,0.575,0.0,0.0
26.0,389.0,733.220052083,421.6,1661.075,0.0,0.0
14.0,19.0,248.786458333,49.4283333333,895.833333333,0.0,0.0
28.0,389.0,39.7094726562,397.5,350.602777778,373.29,2.0
15.0,389.0,1398.61132812,414.616666667,1478.04444444,0.0,0.0
18.0,89.0,0.0,90.0,0.0,60.0,1.0
13.0,389.0,60.0834960938,389.5,470.672222222,0.0,0.0
45.0,159.0,126.525553385,8.59166666667,583.897222222,0.0,0.0
18.0,159.0,0.212890625,1.55833333333,39.5944444444,0.0,0.0
36.0,159.0,0.0,0.0,0.0,0.0,0.0
50.0,389.0,763.65999349,398.233333333,759.569444444,0.0,0.0
20.0,389.0,879.823242188,399.968333333,723.102777778,0.0,0.0
25.0,389.0,1546.97721354,393.1,1151.07222222,24.43,1.0
16.0,389.0,0.0,0.0,0.0,0.0,0.0
23.0,89.0,0.0,90.0,0.0,180.0,3.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
21.0,389.0,953.927734375,393.25,634.822222222,0.0,0.0
40.0,99.0,25.3362630208,22.1483333333,166.216666667,0.0,0.0
38.0,159.0,0.0,0.0383333333333,62.6527777778,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
13.0,389.0,108.04296875,389.0,92.2472222222,0.0,0.0
24.0,159.0,376.5,54.625,1087.24722222,0.0,0.0
19.0,159.0,0.0,9.99,0.0,0.0,0.0
43.0,159.0,40.5211588542,12.4466666667,231.858333333,0.0,0.0
39.0,69.0,0.0,60.0,0.0,60.0,3.0
24.0,89.0,0.0,89.0,0.0,59.02,2.0
20.0,189.0,0.0,0.0,0.0,0.0,0.0
25.0,389.0,841.518066406,395.0,1007.52222222,0.0,0.0
71.0,89.0,61.1061197917,139.333333333,124.677777778,0.0,0.0
52.0,99.0,0.0,2.14166666667,0.0,0.0,0.0
36.0,89.0,3.46370442708,110.683333333,293.244444444,0.0,0.0
13.0,389.0,272.59391276,5.21666666667,298.947222222,0.0,0.0
29.0,159.0,0.0,51.46,0.0,0.0,0.0
35.0,159.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
27.0,389.0,9.77018229167,3.16666666667,79.9944444444,0.0,0.0
24.0,389.0,60.4988606771,5.33333333333,362.513888889,0.0,0.0
41.0,129.0,115.46110026,84.665,987.552777778,0.0,0.0
17.0,89.0,0.0,89.0,0.0,59.0,1.0
140.0,159.0,329.278808594,157.388333333,1336.59444444,54.86,1.0
55.0,159.0,266.8828125,38.645,509.847222222,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
47.0,159.0,73.2739257812,20.235,638.277777778,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
28.0,389.0,0.0,0.0,88.6888888889,0.0,0.0
12.0,89.0,328.5859375,106.625,368.644444444,0.0,0.0
18.0,389.0,104.447753906,396.025,1385.04166667,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
28.0,89.0,68.4108072917,98.035,377.205555556,0.0,0.0
26.0,289.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
60.0,159.0,0.0,39.0,0.0,0.0,0.0
26.0,129.0,3.96988932292,0.403333333333,148.766666667,0.0,0.0
96.0,119.0,30.1326497396,13.7233333333,119.044444444,0.0,0.0
22.0,129.0,42.2954101562,6.24666666667,27.375,0.0,0.0
77.0,199.0,37.0904947917,185.493333333,2183.83055556,0.0,0.0
41.0,159.0,8.77555338542,70.2116666667,6.15277777778,0.0,0.0
33.0,159.0,0.0,0.0,0.0,0.0,0.0
20.0,89.0,0.0,90.0,0.0,90.0,1.0
52.0,129.0,237.561035156,202.858333333,1174.05555556,190.85,1.0
15.0,19.0,192.194661458,53.0833333333,285.341666667,0.0,0.0
18.0,389.0,1850.91796875,396.528333333,618.152777778,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
24.0,69.0,6.85888671875,83.0,142.366666667,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
28.0,389.0,1144.45849609,390.0,535.236111111,0.0,0.0
22.0,289.0,6.72265625,0.0,56.925,0.0,0.0
29.0,159.0,0.0,0.0,0.0,0.0,0.0
119.0,159.0,0.0,10.0,0.0,0.0,0.0
15.0,89.0,0.0,0.0,0.0,0.0,0.0
26.0,89.0,106.448567708,94.6333333333,611.911111111,0.0,0.0
16.0,389.0,0.0,0.0,0.0,0.0,0.0
78.0,80.0,321.218261719,162.083333333,526.158333333,0.0,0.0
28.0,189.0,0.0,190.0,0.0,0.0,0.0
21.0,389.0,690.829264323,5.45,838.136111111,0.0,0.0
47.0,99.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
27.0,389.0,251.075520833,391.0,245.225,3136.0,8.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
24.0,389.0,258.461751302,393.0,463.780555556,0.0,0.0
28.0,159.0,0.0,0.0,0.0,0.0,0.0
24.0,389.0,614.012369792,537.775,2724.225,563.2,1.0
13.0,129.0,756.615071615,150.59,274.983333333,0.0,0.0
27.0,159.0,0.0,0.0,0.0,0.0,0.0
25.0,189.0,0.0,190.0,0.0,209.36,2.0
23.0,389.0,1254.9593099,390.01,457.013888889,390.0,1.0
15.0,159.0,0.417317708333,0.0,31.0555555556,0.0,0.0
25.0,129.0,102.798665365,149.171666667,63.2027777778,0.0,0.0
28.0,389.0,624.035807292,391.473333333,1130.08888889,0.0,0.0
22.0,129.0,0.0,0.0,0.0,0.0,0.0
23.0,389.0,894.518229167,394.176666667,261.041666667,390.0,1.0
14.0,389.0,0.0,389.0,0.0,0.0,0.0
133.0,159.0,736.540201823,191.69,998.591666667,0.0,0.0
50.0,99.0,0.0,0.0,0.0,0.0,0.0
26.0,159.0,0.0,10.0333333333,104.808333333,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
27.0,389.0,15.1344401042,390.0,94.4444444444,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
25.0,159.0,1.50179036458,49.0,19.1638888889,5.0,1.0
25.0,129.0,198.892578125,158.681666667,164.419444444,0.0,0.0
28.0,389.0,1890.10139974,455.27,1458.80555556,0.0,0.0
142.0,159.0,0.0,4.0,0.0,0.0,0.0
70.0,119.0,0.0,26.1333333333,24.1277777778,0.0,0.0
20.0,89.0,0.0,94.0,0.0,192.0,3.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
13.0,129.0,0.0,0.0,0.0,0.0,0.0
25.0,389.0,0.0,1.0,0.0,1.0,1.0
20.0,159.0,0.18359375,2.39,143.966666667,0.0,0.0
19.0,89.0,22.5926106771,89.0,26.8555555556,0.0,0.0
22.0,189.0,179.540852865,189.216666667,261.866666667,189.0,1.0
28.0,159.0,0.0,0.0,0.0,0.0,0.0
145.0,139.0,0.0,7.06166666667,0.0,0.0,0.0
27.0,389.0,81.3276367188,390.0,240.747222222,45.0,1.0
60.0,159.0,0.0,0.0,0.0,0.0,0.0
51.0,159.0,0.0,0.0,0.0,0.0,0.0
21.0,159.0,0.0,10.0,0.0,0.0,0.0
142.0,159.0,0.0,4.0,0.0,0.0,0.0
22.0,89.0,69.8352864583,94.5233333333,45.2833333333,25.79,1.0
13.0,89.0,97.4467773438,114.015,185.327777778,0.0,0.0
25.0,159.0,133.292317708,7.3,585.033333333,0.0,0.0
50.0,159.0,188.107259115,59.14,242.108333333,0.0,0.0
67.0,99.0,0.0,2.01333333333,0.0,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
56.0,119.0,0.0,0.0,0.0,0.0,0.0
22.0,89.0,0.0,89.0,0.0,767.0,13.0
48.0,159.0,40.9516601562,0.546666666667,10.0111111111,0.08,1.0
68.0,89.0,0.0,140.858333333,629.502777778,112.57,1.0
28.0,89.0,0.0,90.0,0.0,180.0,3.0
12.0,89.0,0.0,90.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
39.0,39.0,0.0,61.05,83.8972222222,255.0,5.0
17.0,389.0,826.3125,10.2766666667,462.463888889,0.0,0.0
16.0,389.0,1005.96110026,4.25666666667,214.247222222,0.0,0.0
26.0,129.0,43.6070963542,1.16,159.408333333,0.0,0.0
28.0,159.0,0.0,0.0,0.0,0.0,0.0
63.0,89.0,8.39615885417,100.125,623.738888889,0.0,0.0
56.0,159.0,0.0,4.0,0.0,0.0,0.0
23.0,289.0,42.5926106771,0.806666666667,185.522222222,0.0,0.0
25.0,89.0,0.0,89.0,0.0,177.0,3.0
37.0,159.0,0.0,0.0,0.0,0.0,0.0
23.0,129.0,477.712727865,172.3,461.505555556,0.0,0.0
13.0,129.0,0.0,0.0,0.0,0.0,0.0
17.0,159.0,0.0,10.0,0.0,0.0,0.0
12.0,159.0,299.453125,4.26666666667,1.99166666667,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
21.0,89.0,0.0,89.0,0.0,177.0,3.0
119.0,159.0,89.5904947917,106.08,801.094444444,0.0,0.0
49.0,119.0,33.7265625,14.99,530.963888889,0.0,0.0
27.0,489.0,0.0,1.0,68.1305555556,0.0,0.0
20.0,389.0,700.469075521,391.25,337.230555556,0.0,0.0
12.0,39.0,0.0,44.9,16.7777777778,27.3,2.0
41.0,129.0,120.537434896,84.7833333333,368.491666667,0.0,0.0
53.0,189.0,384.47281901,454.108333333,3754.66111111,0.0,0.0
25.0,389.0,2.25439453125,0.0,0.0,0.0,0.0
29.0,159.0,626.888020833,60.59,376.555555556,0.0,0.0
27.0,389.0,1853.35172526,408.333333333,230.844444444,0.0,0.0
27.0,389.0,0.0,390.0,128.169444444,0.0,0.0
22.0,159.0,0.0,0.0,0.0,0.0,0.0
41.0,189.0,162.520996094,167.426666667,339.608333333,0.0,0.0
155.0,159.0,0.0,3.75,0.0,0.0,0.0
12.0,389.0,130.154785156,3.66666666667,247.441666667,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
30.0,159.0,0.0,57.0,0.0,0.0,0.0
28.0,89.0,849.342936198,201.366666667,448.213888889,0.0,0.0
40.0,159.0,291.214029948,102.025,1591.06388889,0.0,0.0
16.0,89.0,0.0,89.1666666667,0.0,0.0,0.0
22.0,89.0,245.108398438,114.706666667,564.033333333,0.0,0.0
28.0,389.0,0.0,0.0,0.0,0.0,0.0
15.0,159.0,0.0,11.5533333333,0.0,0.0,0.0
21.0,89.0,104.786946615,104.233333333,462.536111111,0.0,0.0
131.0,159.0,0.0,10.1416666667,0.0,0.0,0.0
16.0,389.0,0.0,389.0,0.0,298.66,2.0
132.0,119.0,82.4366861979,109.75,736.836111111,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
61.0,159.0,132.764973958,97.4266666667,709.452777778,0.0,0.0
19.0,89.0,364.164550781,128.618333333,106.008333333,73.15,2.0
19.0,389.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
21.0,159.0,0.0,0.2,23.6666666667,0.0,0.0
30.0,159.0,20.0240885417,52.3333333333,88.0611111111,0.0,0.0
52.0,89.0,461.301920573,36.4016666667,269.886111111,0.0,0.0
40.0,159.0,686.398763021,49.1616666667,255.975,0.0,0.0
39.0,39.0,0.0,60.0,20.1638888889,193.4,4.0
21.0,389.0,1283.1311849,390.0,671.061111111,0.0,0.0
26.0,129.0,0.0,0.11,0.0,0.0,0.0
27.0,159.0,126.17985026,80.7933333333,1408.15833333,0.0,0.0
18.0,159.0,0.31884765625,59.0,0.141666666667,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
20.0,89.0,0.0,89.0,0.0,177.0,3.0
29.0,389.0,114.079427083,432.818333333,393.247222222,390.0,1.0
14.0,89.0,161.729166667,92.3166666667,211.625,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
12.0,19.0,8.10270182292,40.0,15.8611111111,0.0,0.0
16.0,389.0,0.0,392.0,0.0,0.0,0.0
28.0,389.0,1369.51513672,390.63,241.986111111,0.0,0.0
28.0,100.0,192.898763021,146.845,484.763888889,100.0,1.0
18.0,159.0,0.0,0.0,0.0,0.0,0.0
20.0,89.0,211.28922526,116.666666667,13.6361111111,0.0,0.0
22.0,389.0,1199.46972656,396.598333333,607.361111111,0.0,0.0
31.0,159.0,28.2967122396,4.38166666667,233.561111111,0.0,0.0
21.0,168.0,0.0,109.86,3.94722222222,0.0,0.0
27.0,389.0,0.0,390.0,0.0,45.0,1.0
25.0,159.0,0.84033203125,28.0683333333,802.091666667,0.0,0.0
30.0,159.0,0.0,44.25,137.291666667,0.0,0.0
28.0,289.0,0.0,290.0,0.0,0.0,0.0
41.0,159.0,301.966471354,166.433333333,517.813888889,0.0,0.0
31.0,159.0,0.0,0.0,0.0,0.0,0.0
18.0,89.0,393.867675781,130.615,35.6,68.36,2.0
15.0,19.0,11.1455078125,51.0,98.5916666667,0.0,0.0
59.0,119.0,0.0,0.0,0.0916666666667,0.0,0.0
13.0,89.0,304.895996094,103.603333333,67.1472222222,0.0,0.0
41.0,129.0,0.0,83.5,19.8138888889,0.0,0.0
40.0,159.0,4.45068359375,0.0,75.8583333333,0.0,0.0
39.0,89.0,0.0,60.0,0.0,60.0,1.0
38.0,159.0,45.2709960938,1.23333333333,22.8277777778,1.1,1.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
12.0,19.0,50.8053385417,40.0,24.0694444444,0.0,0.0
23.0,89.0,319.559082031,91.5016666667,255.247222222,0.0,0.0
116.0,159.0,187.718261719,429.0,1656.64722222,0.0,0.0
26.0,159.0,0.0,10.0,0.0,0.0,0.0
21.0,89.0,0.0,95.0,0.0,65.0,1.0
64.0,89.0,307.37516276,119.186666667,631.469444444,140.0,2.0
28.0,389.0,1199.30354818,393.335,588.575,0.0,0.0
23.0,389.0,1584.68001302,411.676666667,1005.14444444,390.0,1.0
36.0,89.0,384.738606771,150.866666667,228.019444444,0.0,0.0
27.0,209.0,7.09781901042,84.5366666667,12.7083333333,0.0,0.0
70.0,159.0,115.021484375,78.005,170.3,0.0,0.0
27.0,89.0,0.0,90.0,0.0,548.7,10.0
45.0,159.0,281.833333333,26.4966666667,65.15,0.0,0.0
39.0,39.0,34.0655924479,46.87,161.202777778,7.32,1.0
28.0,389.0,693.339192708,395.0,660.802777778,0.0,0.0
43.0,209.0,0.0126953125,0.0,377.555555556,0.0,0.0
26.0,389.0,89.3022460938,0.166666666667,14.5138888889,0.0,0.0
23.0,289.0,36.4724934896,0.0,3.89722222222,0.0,0.0
132.0,159.0,0.0,10.0,0.0,0.0,0.0
12.0,39.0,0.0,40.0,12.8,34.95,2.0
21.0,189.0,707.882324219,223.25,481.75,425.35,3.0
13.0,89.0,0.0,90.0,0.0,0.0,0.0
28.0,389.0,0.828125,0.175,17.7666666667,0.0,0.0
18.0,389.0,1927.12125651,394.166666667,35.8222222222,0.0,0.0
39.0,89.0,0.0,70.0,0.194444444444,0.0,0.0
19.0,89.0,40.298828125,118.125,352.386111111,177.0,3.0
41.0,159.0,0.0,88.5,0.0638888888889,135.5,2.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
19.0,159.0,85.0732421875,53.24,234.180555556,0.0,0.0
60.0,119.0,0.0,21.0,0.0,0.0,0.0
128.0,199.0,167.909016927,135.598333333,1376.38611111,0.0,0.0
33.0,159.0,342.434895833,74.96,942.069444444,0.0,0.0
37.0,159.0,0.0,1.31666666667,151.872222222,0.0,0.0
27.0,189.0,21.9306640625,3.0,11.875,0.0,0.0
21.0,389.0,1111.19938151,2.44333333333,967.477777778,0.0,0.0
21.0,159.0,0.0,10.0,0.0,0.0,0.0
41.0,129.0,2.958984375,91.55,426.344444444,0.0,0.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
112.0,389.0,399.901855469,22.0833333333,480.063888889,0.0,0.0
24.0,159.0,0.0,0.0166666666667,1.80833333333,0.0,0.0
100.0,189.0,513.219238281,259.95,1191.31944444,0.0,0.0
47.0,159.0,0.0,0.0166666666667,626.091666667,0.0,0.0
12.0,89.0,8.01692708333,92.5,0.808333333333,0.0,0.0
13.0,159.0,133.655436198,66.3216666667,173.572222222,0.0,0.0
74.0,99.0,0.0,2.0,0.0,0.0,0.0
26.0,289.0,1459.58300781,306.666666667,690.427777778,0.0,0.0
35.0,159.0,6.56184895833,62.6,2.33611111111,0.0,0.0
36.0,89.0,13.2932942708,136.158333333,318.341666667,0.0,0.0
21.0,389.0,677.137532552,408.075,657.313888889,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
21.0,89.0,0.0,95.0,0.0,65.0,1.0
19.0,159.0,116.237630208,49.4666666667,147.902777778,0.0,0.0
13.0,89.0,0.0,0.0,0.0,0.0,0.0
41.0,159.0,0.0,0.0,0.0,0.0,0.0
22.0,129.0,373.102864583,140.0,81.2361111111,140.0,1.0
27.0,89.0,1.8505859375,90.2666666667,145.766666667,0.0,0.0
64.0,159.0,128.047363281,46.4233333333,572.444444444,0.0,0.0
28.0,389.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
56.0,159.0,0.0,57.0,0.0,0.0,0.0
15.0,389.0,728.40625,390.0,18.1111111111,0.0,0.0
36.0,159.0,0.0,4.0,0.0,0.0,0.0
22.0,129.0,0.0,150.0,0.0,0.0,0.0
24.0,159.0,0.0,0.0,0.0,0.0,0.0
40.0,159.0,0.0,4.0,0.0,0.0,0.0
32.0,159.0,9.56070963542,63.1833333333,27.8,0.0,0.0
63.0,159.0,0.0,44.0,0.0,0.0,0.0
92.0,189.0,1035.53141276,281.525,2274.3,0.0,0.0
41.0,129.0,87.5462239583,85.1316666667,654.755555556,9.29,1.0
26.0,159.0,151.481282552,14.6166666667,298.305555556,0.0,0.0
53.0,119.0,0.00830078125,23.25,6.4,0.0,0.0
39.0,89.0,0.924967447917,81.6666666667,0.0,0.0,0.0
27.0,389.0,174.599772135,1.0,526.188888889,0.0,0.0
15.0,389.0,891.949707031,390.0,205.569444444,0.0,0.0
49.0,159.0,203.188802083,82.4866666667,214.511111111,0.0,0.0
42.0,159.0,96.3756510417,64.175,266.530555556,0.0,0.0
28.0,159.0,0.0,0.0,0.0,0.0,0.0
15.0,89.0,0.0,0.0,0.0,0.0,0.0
34.0,99.0,0.0,0.0,0.0,0.0,0.0
22.0,89.0,0.0,89.0,0.0,118.0,2.0
13.0,89.0,50.94140625,89.15,71.7027777778,0.0,0.0
29.0,129.0,0.0647786458333,2.225,46.825,0.0,0.0
21.0,129.0,0.0,130.0,0.0,130.0,1.0
18.0,389.0,1151.11995443,398.285,699.175,5.93,1.0
13.0,129.0,68.4793294271,136.1,25.3972222222,41.18,1.0
45.0,159.0,0.0,0.0,0.0,0.0,0.0
27.0,159.0,28.5421549479,2.48666666667,217.886111111,0.0,0.0
45.0,159.0,6.14860026042,2.91666666667,8.96111111111,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
29.0,159.0,0.0,0.0,0.0,0.0,0.0
44.0,159.0,0.0,4.0,0.0,0.0,0.0
55.0,119.0,0.0,0.15,103.044444444,0.0,0.0
22.0,89.0,0.0,131.975,776.730555556,0.0,0.0
16.0,159.0,0.0,12.0433333333,0.0,0.0,0.0
18.0,209.0,0.0,0.0,0.0,0.0,0.0
39.0,39.0,0.02734375,70.0,100.083333333,54.5,1.0
12.0,89.0,0.0,0.0,0.0,0.0,0.0
56.0,199.0,128.770019531,33.8066666667,850.347222222,0.0,0.0
61.0,159.0,69.9217122396,58.5916666667,669.336111111,0.0,0.0
24.0,159.0,0.0,10.0,0.0,0.0,0.0
32.0,159.0,12.2451171875,57.8666666667,139.738888889,0.0,0.0
115.0,189.0,128.909667969,190.288333333,135.544444444,0.0,0.0
48.0,159.0,124.406738281,13.5033333333,141.027777778,0.0,0.0
40.0,159.0,225.885579427,80.2933333333,464.377777778,23.37,1.0
12.0,39.0,0.25439453125,39.0,4.44166666667,57.5,3.0
63.0,89.0,69.1765950521,99.0433333333,326.008333333,0.0,0.0
101.0,389.0,711.289550781,398.683333333,590.730555556,398.0,1.0
18.0,389.0,355.331542969,391.333333333,57.55,66.11,1.0
16.0,159.0,0.0,10.0966666667,0.0,0.0,0.0
23.0,159.0,0.0,0.0,0.0,0.0,0.0
27.0,389.0,327.988932292,390.0,175.586111111,0.0,0.0
23.0,289.0,30.0309244792,0.0,266.436111111,0.0,0.0
26.0,389.0,0.0,0.0,0.0,0.0,0.0
61.0,159.0,0.0,15.2033333333,33.1111111111,0.0,0.0
27.0,389.0,1197.42871094,390.083333333,726.966666667,0.0,0.0
28.0,389.0,1457.03141276,390.0,1183.49722222,0.0,0.0
15.0,389.0,510.10139974,389.0,340.936111111,0.0,0.0
38.0,119.0,22.0278320312,4.22,1.25277777778,0.0,0.0
53.0,99.0,0.0,0.0833333333333,0.566666666667,0.0,0.0
14.0,89.0,32.6512044271,89.0,1.65833333333,0.0,0.0
18.0,89.0,607.185709635,170.258333333,438.019444444,0.0,0.0
13.0,89.0,767.499674479,127.836666667,323.347222222,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
23.0,89.0,0.0120442708333,100.366666667,336.791666667,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
35.0,89.0,1106.60432943,161.875,378.316666667,0.0,0.0
17.0,159.0,123.770019531,7.80333333333,196.813888889,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
57.0,119.0,0.0,0.0,0.0,0.0,0.0
30.0,159.0,4.89518229167,0.716666666667,167.608333333,0.0,0.0
27.0,389.0,439.35563151,414.825,1480.29166667,66.62,1.0
14.0,389.0,2.08219401042,0.0,163.338888889,0.0,0.0
41.0,199.0,0.0,1.0,0.0,0.0,0.0
41.0,129.0,0.0,85.7166666667,117.444444444,0.0,0.0
58.0,159.0,1.15787760417,0.4,321.352777778,0.0,0.0
25.0,189.0,0.0,190.0,1.84444444444,390.0,3.0
22.0,89.0,315.483235677,113.636666667,374.336111111,66.9,2.0
39.0,69.0,0.0,65.15,157.630555556,0.0,0.0
28.0,389.0,1023.66048177,401.4,1200.59444444,0.0,0.0
20.0,389.0,406.139485677,393.438333333,532.613888889,0.0,0.0
37.0,159.0,0.0,62.0,0.0,0.0,0.0
15.0,89.0,0.0,0.0,0.0,0.0,0.0
23.0,489.0,299.835123698,506.736666667,662.686111111,0.0,0.0
15.0,159.0,0.0,0.0,0.0,0.0,0.0
22.0,159.0,234.178873698,15.56,1561.47777778,0.0,0.0
28.0,89.0,351.266438802,90.1583333333,244.552777778,0.0,0.0
38.0,159.0,0.0,4.0,0.0,0.0,0.0
13.0,89.0,0.0,0.0,0.0,0.0,0.0
20.0,89.0,15.4204101562,90.05,5.11111111111,0.0,0.0
13.0,159.0,0.0,10.2133333333,0.0,0.0,0.0
71.0,189.0,508.772949219,198.666666667,444.288888889,0.0,0.0
95.0,89.0,575.827799479,121.143333333,303.15,0.0,0.0
57.0,119.0,0.924153645833,21.1166666667,157.238888889,0.0,0.0
25.0,389.0,2874.77994792,455.628333333,487.25,0.0,0.0
20.0,159.0,0.0,10.0,0.0,0.0,0.0
14.0,159.0,0.0,8.16666666667,0.0,0.0,0.0
27.0,389.0,0.0,0.0,0.0,0.0,0.0
14.0,89.0,145.78889974,89.0,163.936111111,0.0,0.0
20.0,89.0,0.0,89.0,0.0,177.0,3.0
27.0,389.0,908.17561849,391.0,485.927777778,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
45.0,99.0,0.0,2.0,0.0,0.0,0.0
54.0,99.0,18.0673828125,171.81,2040.70555556,0.0,0.0
44.0,159.0,0.0,14.9016666667,0.0,0.0,0.0
41.0,129.0,451.106933594,197.56,731.522222222,0.0,0.0
21.0,389.0,992.113769531,393.0,814.219444444,159.81,1.0
23.0,289.0,929.295735677,4.94,486.827777778,0.0,0.0
71.0,89.0,4.07877604167,94.5833333333,306.552777778,0.0,0.0
12.0,19.0,436.830566406,40.0833333333,283.719444444,0.0,0.0
64.0,89.0,0.0,106.2,96.4444444444,0.0,0.0
28.0,389.0,541.36735026,390.0,568.627777778,0.0,0.0
29.0,159.0,0.0,5.0,0.0,0.0,0.0
12.0,39.0,152.192382812,58.4533333333,370.244444444,0.0,0.0
37.0,159.0,0.0,0.0,61.7166666667,0.0,0.0
27.0,159.0,0.0,0.0,0.0,0.0,0.0
16.0,389.0,0.00813802083333,0.0,0.0,0.0,0.0
23.0,159.0,0.0,0.0,0.0,0.0,0.0
38.0,199.0,760.477701823,138.716666667,644.766666667,0.0,0.0
25.0,89.0,0.0,92.0,0.0,195.0,4.0
27.0,389.0,262.167317708,4.6,566.463888889,0.0,0.0
50.0,199.0,113.961588542,18.3033333333,596.147222222,0.0,0.0
19.0,389.0,608.774576823,392.665,120.041666667,0.0,0.0
116.0,159.0,225.976888021,78.9766666667,917.641666667,0.0,0.0
39.0,69.0,0.0,288.4,29.0444444444,143.3,2.0
25.0,89.0,0.0,89.0,0.0,177.0,3.0
25.0,89.0,1025.3343099,154.841666667,349.336111111,0.0,0.0
61.0,19.0,0.0,27.3,81.2027777778,0.0,0.0
